,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Month,Year,VWAP,Day_Perc_Change,Trend
0,MUTHOOTFIN,EQ,2017-05-15,390.7,391.0,396.5,388.5,393.0,392.45,393.38,385865,151790704.55,6893,63660,16.5,5,2017,392.45,0.0,Slight or No change
2,MUTHOOTFIN,EQ,2017-05-16,392.45,393.65,400.95,393.25,393.45,394.8,398.01,514200,204657807.2,9938,100880,19.62,5,2017,393.7925363723731,0.005988023952095967,Slight or No change
6,MUTHOOTFIN,EQ,2017-05-17,394.8,396.9,398.0,392.6,394.1,395.15,394.9,311597,123048142.65,6512,116484,37.38,5,2017,394.1416284409349,0.0008865248226950229,Slight or No change
8,MUTHOOTFIN,EQ,2017-05-18,395.15,393.0,395.45,375.1,378.85,379.2,386.45,646434,249811874.3,11171,238171,36.84,5,2017,388.94341659419104,-0.04036441857522455,Slight or No change
10,MUTHOOTFIN,EQ,2017-05-19,379.2,395.0,400.9,357.45,381.0,379.15,382.13,3211995,1227388956.65,42906,1193472,37.16,5,2017,382.73910879508867,-0.0001318565400844074,Slight or No change
12,MUTHOOTFIN,EQ,2017-05-22,379.15,382.1,393.95,380.8,386.0,385.45,386.04,1733876,669340270.15,19865,1424301,82.15,5,2017,383.4299336034404,0.01661611499406579,Slight or No change
16,MUTHOOTFIN,EQ,2017-05-23,385.45,386.65,389.75,372.05,381.7,382.85,383.44,915259,350950995.4,34400,453098,49.5,5,2017,383.3611715993287,-0.006745362563237656,Slight or No change
19,MUTHOOTFIN,EQ,2017-05-24,382.85,384.0,395.4,383.5,387.0,386.05,388.48,760640,295493960.35,16850,311133,40.9,5,2017,383.60235824481185,0.00835836489486752,Slight or No change
21,MUTHOOTFIN,EQ,2017-05-25,386.05,389.8,393.4,386.85,389.5,389.4,390.29,580979,226749448.15,15465,361210,62.17,5,2017,383.9741015103999,0.008677632431032256,Slight or No change
25,MUTHOOTFIN,EQ,2017-05-26,389.4,393.95,403.4,389.45,399.0,398.9,398.08,891020,354698808.25,18982,407907,45.78,5,2017,385.3104614863646,0.024396507447354887,Slight or No change
29,MUTHOOTFIN,EQ,2017-05-29,398.9,397.0,398.75,386.65,391.0,391.0,391.49,365945,143263174.15,8549,161197,44.05,5,2017,385.5122541314484,-0.019804462271245882,Slight or No change
32,MUTHOOTFIN,EQ,2017-05-30,391.0,392.5,396.3,382.5,395.0,395.05,393.63,248705,97896800.8,7024,117282,47.16,5,2017,385.73674490122806,0.010358056265984628,Slight or No change
34,MUTHOOTFIN,EQ,2017-05-31,395.05,395.1,415.5,394.45,412.7,412.65,410.66,1302071,534714160.35,18580,390110,29.96,5,2017,388.68932652971466,0.04455132261739014,Slight or No change
37,MUTHOOTFIN,EQ,2017-06-01,412.65,412.6,417.95,403.35,409.75,409.95,410.18,987025,404858166.75,21362,545941,55.31,6,2017,390.3216733883749,-0.0065430752453653485,Slight or No change
40,MUTHOOTFIN,EQ,2017-06-02,409.95,414.7,432.0,408.7,427.7,428.2,420.37,1522773,640123295.8,24316,657014,43.15,6,2017,394.3332572387829,0.044517624100500086,Slight or No change
43,MUTHOOTFIN,EQ,2017-06-05,428.2,428.0,439.75,426.1,434.0,433.6,433.67,1130544,490279764.5,21349,368350,32.58,6,2017,397.1956588456662,0.012610929472209431,Slight or No change
46,MUTHOOTFIN,EQ,2017-06-06,433.6,433.65,438.6,422.4,425.25,424.85,432.24,514532,222402736.7,9382,201063,39.08,6,2017,398.0836720127862,-0.020179889298893028,Slight or No change
49,MUTHOOTFIN,EQ,2017-06-07,424.85,425.3,441.6,422.8,440.0,439.2,435.58,629866,274354657.45,11382,170446,27.06,6,2017,399.6387834087917,0.03377662704483919,Slight or No change
52,MUTHOOTFIN,EQ,2017-06-08,439.2,444.0,447.45,433.6,437.0,435.55,441.02,853515,376421420.35,13915,303913,35.61,6,2017,401.3895711167994,-0.0083105646630236,Slight or No change
55,MUTHOOTFIN,EQ,2017-06-09,435.55,438.65,453.3,422.8,447.0,446.7,447.81,1619995,725442350.4,29743,604389,37.31,6,2017,405.2272507120362,0.02559981632418773,Slight or No change
58,MUTHOOTFIN,EQ,2017-06-12,446.7,455.0,455.0,445.4,450.8,449.45,449.93,1531400,689021268.35,22377,733110,47.87,6,2017,408.5054937459326,0.006156256995746512,Slight or No change
60,MUTHOOTFIN,EQ,2017-06-13,449.45,450.75,465.9,449.3,465.1,464.7,460.07,1525493,701839219.6,20158,653830,42.86,6,2017,412.36978211372843,0.03393035932806754,Slight or No change
64,MUTHOOTFIN,EQ,2017-06-14,464.7,465.9,479.4,460.35,475.35,476.9,470.28,1277514,600782957.5,16942,495848,38.81,6,2017,415.88358812872787,0.02625349687970724,Slight or No change
70,MUTHOOTFIN,EQ,2017-06-15,476.9,474.95,481.2,468.85,473.2,472.8,475.08,655299,311319116.75,11969,189019,28.84,6,2017,417.4301310693714,-0.008597190186621861,Slight or No change
73,MUTHOOTFIN,EQ,2017-06-16,472.8,473.2,481.95,470.25,473.0,471.85,475.5,494930,235340581.95,8820,157774,31.88,6,2017,418.524499814558,-0.002009306260575272,Slight or No change
77,MUTHOOTFIN,EQ,2017-06-19,471.85,473.05,476.7,455.85,459.7,459.7,463.08,486877,225464649.35,8655,183965,37.78,6,2017,419.32325370883956,-0.025749708593832854,Slight or No change
81,MUTHOOTFIN,EQ,2017-06-20,459.7,459.7,472.05,455.6,464.1,464.8,465.47,396194,184416421.4,8060,134288,33.89,6,2017,420.02997804667456,0.011094191864259306,Slight or No change
86,MUTHOOTFIN,EQ,2017-06-21,464.8,465.0,465.35,457.1,458.8,459.1,460.45,341056,157040303.05,9846,99785,29.26,6,2017,420.5457417960389,-0.01226333907056798,Slight or No change
89,MUTHOOTFIN,EQ,2017-06-22,459.1,460.0,464.8,449.2,450.5,451.15,457.14,354938,162254732.75,10543,104375,29.41,6,2017,420.9604951933594,-0.01731648878240044,Slight or No change
91,MUTHOOTFIN,EQ,2017-06-23,451.15,452.0,453.7,437.9,447.05,447.15,445.2,396801,176655232.4,13813,173780,43.8,6,2017,421.3513587576914,-0.008866230743655112,Slight or No change
96,MUTHOOTFIN,EQ,2017-06-27,447.15,446.3,447.0,434.8,436.05,436.05,438.6,562976,246923522.4,15970,227130,40.34,6,2017,421.65614279267635,-0.024823884602482305,Slight or No change
99,MUTHOOTFIN,EQ,2017-06-28,436.05,436.0,453.55,429.95,445.1,446.15,445.29,745164,331817139.65,26334,149330,20.04,6,2017,422.3104402602458,0.023162481366815646,Slight or No change
104,MUTHOOTFIN,EQ,2017-06-29,446.15,449.4,464.4,447.95,462.0,460.1,459.02,830368,381156144.9,12473,297195,35.79,6,2017,423.40280986850655,0.03126751092681834,Slight or No change
108,MUTHOOTFIN,EQ,2017-06-30,460.1,458.5,459.8,450.65,456.4,455.15,454.69,327367,148851172.2,8009,55033,16.81,6,2017,423.76053217590766,-0.010758530754183981,Slight or No change
112,MUTHOOTFIN,EQ,2017-07-03,455.15,458.0,464.7,451.6,456.05,456.55,457.86,438293,200674664.2,9383,135325,30.88,7,2017,424.2478383928579,0.003075909040975544,Slight or No change
117,MUTHOOTFIN,EQ,2017-07-04,456.55,460.0,462.0,448.0,449.75,450.6,454.74,295595,134418681.95,8448,81269,27.49,7,2017,424.5093464600667,-0.013032526557879676,Slight or No change
121,MUTHOOTFIN,EQ,2017-07-05,450.6,454.0,458.0,447.65,452.1,451.15,452.42,301216,136275692.25,4544,115980,38.5,7,2017,424.7760476882106,0.0012205947625387736,Slight or No change
125,MUTHOOTFIN,EQ,2017-07-06,451.15,454.8,458.0,445.2,445.2,446.6,450.73,546249,246209086.9,12422,302749,55.42,7,2017,425.16519346969034,-0.010085337470907563,Slight or No change
131,MUTHOOTFIN,EQ,2017-07-07,446.6,448.8,452.85,443.85,448.0,448.9,449.56,427452,192165428.2,10332,153091,35.81,7,2017,425.49181392689934,0.00515002239140161,Slight or No change
135,MUTHOOTFIN,EQ,2017-07-10,448.9,448.9,454.0,445.0,451.5,449.5,450.5,65960,29715034.2,1324,30144,45.7,7,2017,425.542687130208,0.0013366005791937141,Slight or No change
138,MUTHOOTFIN,EQ,2017-07-11,449.5,450.5,452.65,440.5,444.0,445.05,446.68,323573,144533467.8,4107,206469,63.81,7,2017,425.7433780197357,-0.009899888765294795,Slight or No change
141,MUTHOOTFIN,EQ,2017-07-12,445.05,447.5,469.55,444.1,467.95,467.75,458.67,1067168,489475801.0,16856,349590,32.76,7,2017,427.1219108815448,0.051005504999438234,Slight or No change
147,MUTHOOTFIN,EQ,2017-07-13,467.75,472.0,474.9,463.35,470.0,469.65,470.07,960481,451488902.15,15825,241647,25.16,7,2017,428.34199444281813,0.004061998931052857,Slight or No change
152,MUTHOOTFIN,EQ,2017-07-14,469.65,470.95,479.0,465.95,472.4,472.85,474.13,991986,470327639.95,18028,348535,35.14,7,2017,429.6228125266707,0.006813584584264953,Slight or No change
159,MUTHOOTFIN,EQ,2017-07-17,472.85,475.95,475.95,464.55,469.0,468.4,469.71,327343,153756010.95,10444,125438,38.32,7,2017,429.98758199376755,-0.0094110182933278,Slight or No change
164,MUTHOOTFIN,EQ,2017-07-18,468.4,466.0,476.25,460.1,468.0,468.9,472.11,488523,230638595.75,19214,270143,55.3,7,2017,430.5262954907652,0.0010674637062340064,Slight or No change
167,MUTHOOTFIN,EQ,2017-07-19,468.9,468.5,475.35,465.1,468.25,470.55,470.56,895246,421264503.95,20053,304044,33.96,7,2017,431.5165880743671,0.00351887396033268,Slight or No change
170,MUTHOOTFIN,EQ,2017-07-20,470.55,471.55,472.75,458.2,460.1,460.15,464.79,540333,251143983.15,15434,152729,28.27,7,2017,431.937897140322,-0.02210179577090643,Slight or No change
173,MUTHOOTFIN,EQ,2017-07-21,460.15,460.9,464.85,447.25,451.7,452.75,456.69,452339,206577799.65,14094,133996,29.62,7,2017,432.1911354292955,-0.016081712485059185,Slight or No change
176,MUTHOOTFIN,EQ,2017-07-24,452.75,453.05,468.9,451.45,461.9,461.35,460.99,792689,365419706.2,15709,209133,26.38,7,2017,432.79991436922666,0.018995030369961308,Slight or No change
180,MUTHOOTFIN,EQ,2017-07-25,461.35,462.0,469.8,455.85,466.1,465.95,463.49,461333,213823139.3,9797,112294,24.34,7,2017,433.1978750665643,0.009970738051370942,Slight or No change
183,MUTHOOTFIN,EQ,2017-07-26,465.95,468.9,483.4,467.0,476.15,477.65,477.3,1687894,805632649.35,29027,436136,25.84,7,2017,435.0681716534528,0.025109990342311317,Slight or No change
188,MUTHOOTFIN,EQ,2017-07-27,477.65,481.95,481.95,462.65,466.0,465.35,471.58,947528,446838131.85,13873,372516,39.31,7,2017,435.76690024725536,-0.025751072961373245,Slight or No change
194,MUTHOOTFIN,EQ,2017-07-28,465.35,465.0,474.75,462.3,467.15,467.5,469.82,568445,267066305.0,9890,51096,8.99,7,2017,436.2001763258679,0.004620178360373872,Slight or No change
198,MUTHOOTFIN,EQ,2017-07-31,467.5,468.0,480.0,467.8,474.6,474.15,473.95,889969,421799810.05,10929,304049,34.16,7,2017,436.99443597918736,0.014224598930481225,Slight or No change
203,MUTHOOTFIN,EQ,2017-08-01,474.15,474.8,476.4,469.05,470.15,470.55,472.22,289288,136606531.95,5279,61841,21.38,8,2017,437.2211760451176,-0.007592534008225127,Slight or No change
209,MUTHOOTFIN,EQ,2017-08-02,470.55,471.5,472.85,463.0,463.95,464.45,467.5,878610,410752713.7,7058,672130,76.5,8,2017,437.7687411511541,-0.012963553288704799,Slight or No change
214,MUTHOOTFIN,EQ,2017-08-03,464.45,465.0,466.75,444.85,452.6,453.9,455.03,600109,273069970.95,10716,310432,51.73,8,2017,437.9873081214205,-0.022715039293788375,Slight or No change
218,MUTHOOTFIN,EQ,2017-08-04,453.9,456.85,464.85,452.35,459.15,461.75,460.13,363852,167420326.75,6980,86192,23.69,8,2017,438.1809295203434,0.017294558272747285,Slight or No change
222,MUTHOOTFIN,EQ,2017-08-07,461.75,464.0,479.1,463.0,477.9,474.35,472.37,645228,304788996.0,9676,213473,33.08,8,2017,438.6961026063734,0.027287493232268645,Slight or No change
225,MUTHOOTFIN,EQ,2017-08-08,474.35,480.0,489.0,462.45,480.8,479.6,479.39,2443765,1171528639.5,35230,436901,17.88,8,2017,440.7897726547261,0.011067776957942366,Slight or No change
229,MUTHOOTFIN,EQ,2017-08-09,479.6,484.0,484.45,451.75,457.3,457.35,469.95,1062260,499205827.8,16992,293281,27.61,8,2017,441.1502055671911,-0.04639282735613015,Slight or No change
232,MUTHOOTFIN,EQ,2017-08-10,457.35,455.15,456.3,414.0,443.55,434.7,438.38,1501790,658349035.6,19370,844434,56.23,8,2017,440.9576535633787,-0.049524434240734716,Slight or No change
235,MUTHOOTFIN,EQ,2017-08-11,434.7,431.0,452.95,420.0,440.0,442.85,442.17,1007259,445379777.25,18434,310199,30.8,8,2017,440.99479832393604,0.018748562226823084,Slight or No change
239,MUTHOOTFIN,EQ,2017-08-14,442.85,445.0,457.15,443.8,454.5,453.9,453.31,377613,171177239.0,8593,103471,27.4,8,2017,441.0890704582833,0.024952015355086177,Slight or No change
242,MUTHOOTFIN,EQ,2017-08-16,453.9,454.5,457.7,445.25,452.0,453.75,453.13,400475,181466644.15,5958,88421,22.08,8,2017,441.1864036559022,-0.00033046926635815765,Slight or No change
248,MUTHOOTFIN,EQ,2017-08-17,453.75,456.5,466.0,454.5,465.0,463.75,462.03,520185,240339937.45,10202,138349,26.6,8,2017,441.4094889374089,0.02203856749311295,Slight or No change
252,MUTHOOTFIN,EQ,2017-08-18,463.75,461.95,467.0,451.0,462.3,464.0,461.24,504493,232693703.5,15272,88974,17.64,8,2017,441.6240453451016,0.0005390835579515141,Slight or No change
255,MUTHOOTFIN,EQ,2017-08-21,464.0,466.25,467.9,451.0,452.95,454.65,460.45,341119,157069483.8,8535,101913,29.88,8,2017,441.707163456155,-0.020150862068965547,Slight or No change
261,MUTHOOTFIN,EQ,2017-08-22,454.65,457.0,461.5,440.0,445.3,442.9,451.14,367591,165834812.25,12067,110949,30.18,8,2017,441.7153095600834,-0.02584405586715055,Slight or No change
265,MUTHOOTFIN,EQ,2017-08-23,442.9,448.9,451.3,441.6,445.0,444.45,445.04,454308,202186160.7,5852,254196,55.95,8,2017,441.7381978071682,0.003499661323097758,Slight or No change
268,MUTHOOTFIN,EQ,2017-08-24,444.45,446.0,450.0,441.0,442.35,443.25,446.54,283381,126542165.0,13151,135012,47.64,8,2017,441.7460494091046,-0.0026999662504217925,Slight or No change
272,MUTHOOTFIN,EQ,2017-08-28,443.25,444.6,457.0,442.25,450.0,453.15,453.23,718218,325517918.35,21051,387847,54.0,8,2017,441.8942073532951,0.022335025380710638,Slight or No change
276,MUTHOOTFIN,EQ,2017-08-29,453.15,448.6,457.5,447.15,451.75,453.6,454.12,428637,194653654.8,10725,140770,32.84,8,2017,441.98427098582965,0.0009930486593843213,Slight or No change
280,MUTHOOTFIN,EQ,2017-08-30,453.6,454.95,467.45,454.95,463.05,463.05,463.61,425997,197494978.4,10250,97691,22.93,8,2017,442.1441287695321,0.02083333333333326,Slight or No change
284,MUTHOOTFIN,EQ,2017-08-31,463.05,465.7,479.65,461.6,478.4,476.25,471.92,546665,257984169.35,6968,273692,50.07,8,2017,442.47305041076106,0.028506640751538637,Slight or No change
287,MUTHOOTFIN,EQ,2017-09-01,476.25,476.0,481.45,468.6,475.25,475.85,475.45,531267,252589818.6,13055,228270,42.97,9,2017,442.78297073047594,-0.0008398950131233152,Slight or No change
289,MUTHOOTFIN,EQ,2017-09-04,475.85,460.0,474.95,456.25,463.7,462.95,463.77,512020,237461553.05,14425,177477,34.66,9,2017,442.9618459507254,-0.027109383208994475,Slight or No change
293,MUTHOOTFIN,EQ,2017-09-05,462.95,462.9,473.8,460.4,466.4,466.2,466.98,588587,274858768.4,17275,245956,41.79,9,2017,443.1963919088812,0.0070201965655039,Slight or No change
298,MUTHOOTFIN,EQ,2017-09-06,466.2,463.0,511.25,460.15,505.75,505.1,497.09,2614664,1299729299.0,34515,446887,17.09,9,2017,445.852826839967,0.08344058344058358,Slight or No change
303,MUTHOOTFIN,EQ,2017-09-07,505.1,509.7,517.0,490.0,494.0,492.55,502.46,1641387,824731597.75,27821,415751,25.33,9,2017,447.0777937236889,-0.02484656503662641,Slight or No change
306,MUTHOOTFIN,EQ,2017-09-08,492.55,494.1,510.5,486.3,490.3,489.95,500.11,1477425,738874652.35,24096,356708,24.14,9,2017,448.0667310777474,-0.005278651913511401,Slight or No change
309,MUTHOOTFIN,EQ,2017-09-11,489.95,492.95,511.9,492.5,501.95,502.9,505.67,1116491,564574864.2,21887,197430,17.68,9,2017,449.0061981267023,0.026431268496785343,Slight or No change
312,MUTHOOTFIN,EQ,2017-09-12,502.9,503.0,525.5,494.0,517.55,518.05,515.64,2147310,1107247678.25,35720,454314,21.16,9,2017,451.2087271812791,0.030125273414197684,Slight or No change
314,MUTHOOTFIN,EQ,2017-09-13,518.05,523.2,525.5,504.95,507.15,508.2,517.0,1049586,542630758.4,21042,213342,20.33,9,2017,452.0837291571122,-0.019013608725026443,Slight or No change
317,MUTHOOTFIN,EQ,2017-09-14,508.2,509.0,516.05,503.0,510.0,507.75,509.39,482743,245905310.35,8873,95550,19.79,9,2017,452.4740616960808,-0.0008854781582053883,Slight or No change
319,MUTHOOTFIN,EQ,2017-09-15,507.75,507.75,510.9,499.0,503.45,507.45,505.32,950298,480206618.5,20360,376546,39.62,9,2017,453.222585059235,-0.0005908419497784312,Slight or No change
325,MUTHOOTFIN,EQ,2017-09-18,507.45,507.45,519.0,505.8,508.05,508.8,513.24,1051639,539741304.2,24566,335769,31.93,9,2017,454.0475643028546,0.002660360626662861,Slight or No change
327,MUTHOOTFIN,EQ,2017-09-19,508.8,513.8,515.65,508.0,510.5,509.9,512.45,736659,377503397.85,8341,349550,47.45,9,2017,454.6223344308869,0.0021619496855345144,Slight or No change
332,MUTHOOTFIN,EQ,2017-09-20,509.9,511.6,516.7,504.9,509.3,512.65,511.97,545670,279366134.2,13052,131615,24.12,9,2017,455.0613225384866,0.005393214355756015,Slight or No change
337,MUTHOOTFIN,EQ,2017-09-21,512.65,513.95,517.0,490.95,502.9,503.1,503.35,717922,361365097.95,13417,210450,29.31,9,2017,455.5347512714225,-0.0186286940407685,Slight or No change
339,MUTHOOTFIN,EQ,2017-09-22,503.1,500.1,503.0,485.65,487.35,488.2,494.48,727941,359950568.65,13235,253487,34.82,9,2017,455.8579355505001,-0.029616378453587777,Slight or No change
345,MUTHOOTFIN,EQ,2017-09-25,488.2,488.2,488.2,457.45,475.95,476.6,469.38,932044,437483520.6,16153,272315,29.22,9,2017,456.1174069108964,-0.023760753789430544,Slight or No change
350,MUTHOOTFIN,EQ,2017-09-26,476.6,475.5,486.3,467.8,476.3,478.4,479.58,645134,309391596.65,11404,202642,31.41,9,2017,456.30868819154256,0.003776751993285643,Slight or No change
352,MUTHOOTFIN,EQ,2017-09-27,478.4,480.75,482.9,456.2,460.75,460.6,469.74,856738,402442056.15,16884,389295,45.44,9,2017,456.35705773219865,-0.037207357859531665,Slight or No change
356,MUTHOOTFIN,EQ,2017-09-28,460.6,460.0,471.8,455.15,457.6,458.85,462.86,717862,332267728.9,22912,259716,36.18,9,2017,456.3803818184974,-0.0037993920972644313,Slight or No change
359,MUTHOOTFIN,EQ,2017-09-29,458.85,462.5,477.4,460.0,475.95,474.9,472.37,914684,432071605.1,29411,538474,58.87,9,2017,456.59855825298195,0.03497875122589078,Slight or No change
361,MUTHOOTFIN,EQ,2017-10-03,474.9,480.0,483.75,474.9,477.15,476.85,479.13,758971,363642594.7,25240,374847,49.39,10,2017,456.79460566640506,0.00410612760581186,Slight or No change
363,MUTHOOTFIN,EQ,2017-10-04,476.85,479.0,480.45,471.6,473.9,473.6,476.29,595222,283497061.35,17082,305962,51.4,10,2017,456.92123168109845,-0.006815560448778402,Slight or No change
368,MUTHOOTFIN,EQ,2017-10-05,473.6,473.9,483.4,473.9,477.0,477.25,479.02,401270,192217611.9,9294,180358,44.95,10,2017,457.02397238668533,0.007706925675675658,Slight or No change
371,MUTHOOTFIN,EQ,2017-10-06,477.25,479.9,496.95,478.0,494.0,493.65,491.84,1209931,595087282.35,15697,190130,15.71,10,2017,457.5737371893475,0.0343635411210057,Slight or No change
374,MUTHOOTFIN,EQ,2017-10-09,493.65,496.0,496.0,483.1,486.2,486.2,488.19,506118,247080349.95,8036,283268,55.97,10,2017,457.7523549388118,-0.015091664134508243,Slight or No change
377,MUTHOOTFIN,EQ,2017-10-10,486.2,486.7,493.65,484.85,491.0,491.2,490.17,331889,162682353.6,6899,82965,25.0,10,2017,457.8886541097975,0.010283833813245602,Slight or No change
381,MUTHOOTFIN,EQ,2017-10-11,491.2,494.0,499.0,478.6,481.0,482.7,488.56,667854,326283537.25,15531,242188,36.26,10,2017,458.09045354720155,-0.017304560260586355,Slight or No change
385,MUTHOOTFIN,EQ,2017-10-12,482.7,482.95,499.35,480.75,498.0,495.35,493.19,630626,311018614.05,13293,173505,27.51,10,2017,458.3744251439171,0.026206753677232353,Slight or No change
388,MUTHOOTFIN,EQ,2017-10-13,495.35,498.05,506.0,492.0,498.0,498.15,498.07,928052,462232513.0,16421,325860,35.11,10,2017,458.81559955325383,0.005652568890683218,Slight or No change
393,MUTHOOTFIN,EQ,2017-10-16,498.15,498.8,505.5,491.45,503.35,503.35,498.71,519160,258909690.45,14929,190395,36.67,10,2017,459.09021946094254,0.01043862290474773,Slight or No change
396,MUTHOOTFIN,EQ,2017-10-17,503.35,503.5,503.5,496.1,500.1,500.3,499.5,322491,161085339.35,9347,117853,36.54,10,2017,459.24747020428475,-0.0060594020065560805,Slight or No change
398,MUTHOOTFIN,EQ,2017-10-18,500.3,500.3,509.9,493.35,501.9,502.9,502.72,469502,236030071.3,16963,140983,30.03,10,2017,459.4886359847898,0.005196881870877412,Slight or No change
399,MUTHOOTFIN,EQ,2017-10-19,502.9,504.45,505.0,496.95,498.05,499.6,500.5,46582,23314327.65,1187,25693,55.16,10,2017,459.51061035293554,-0.006561940743686545,Slight or No change
400,MUTHOOTFIN,EQ,2017-10-23,499.6,497.4,504.15,491.0,497.25,499.0,498.53,556238,277302749.85,20647,281367,50.58,10,2017,459.76725968178687,-0.0012009607686149781,Slight or No change
402,MUTHOOTFIN,EQ,2017-10-24,499.0,498.95,502.3,496.3,497.55,499.1,498.92,279643,139519808.25,12435,148307,53.03,10,2017,459.8953571397086,0.00020040080160321772,Slight or No change
404,MUTHOOTFIN,EQ,2017-10-25,499.1,497.6,500.0,480.05,483.05,487.45,489.14,738808,361382492.35,30406,384523,52.05,10,2017,460.1304221172026,-0.023342015628130652,Slight or No change
405,MUTHOOTFIN,EQ,2017-10-26,487.45,484.45,491.9,471.65,485.35,486.45,485.89,1099430,534202774.6,18653,754919,68.66,10,2017,460.4603579115956,-0.002051492460765192,Slight or No change
407,MUTHOOTFIN,EQ,2017-10-27,486.45,487.25,487.35,480.1,481.0,481.2,482.49,273218,131826215.3,11749,136517,49.97,10,2017,460.5247663345634,-0.010792476102374327,Slight or No change
408,MUTHOOTFIN,EQ,2017-10-30,481.2,485.85,500.0,482.0,499.1,496.75,493.55,521196,257234133.85,16253,214906,41.23,10,2017,460.73810967617635,0.03231504571903576,Slight or No change
409,MUTHOOTFIN,EQ,2017-10-31,496.75,498.0,499.9,488.0,493.35,493.3,494.05,465670,230064945.0,12454,169661,36.43,10,2017,460.9085512191372,-0.006945143432310008,Slight or No change
411,MUTHOOTFIN,EQ,2017-11-01,493.3,496.45,514.3,492.8,512.0,511.85,507.26,708061,359168487.4,11897,171366,24.2,11,2017,461.31079254637314,0.03760389215487536,Slight or No change
413,MUTHOOTFIN,EQ,2017-11-02,511.85,514.7,518.85,496.15,506.2,506.2,510.4,589288,300770685.15,10587,165862,28.15,11,2017,461.6038613404098,-0.011038390153365274,Slight or No change
416,MUTHOOTFIN,EQ,2017-11-03,506.2,507.0,518.6,495.0,498.5,497.2,506.82,705372,357498511.35,11365,175994,24.95,11,2017,461.8798812525522,-0.017779533781114187,Slight or No change
420,MUTHOOTFIN,EQ,2017-11-06,497.2,498.5,504.35,485.75,490.5,492.3,493.51,458022,226039040.5,11566,127507,27.84,11,2017,462.0322813813422,-0.009855189058728842,Slight or No change
423,MUTHOOTFIN,EQ,2017-11-07,492.3,494.0,496.45,455.2,469.8,468.4,480.4,984576,472990670.9,16573,421907,42.85,11,2017,462.10012658624817,-0.04854763355677438,Slight or No change
