,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Month,Year,VWAP,Day_Perc_Change,Trend
427,MUTHOOTFIN,EQ,2017-11-08,468.4,469.0,482.6,465.0,476.0,474.6,474.79,713702,338856423.8,11989,180334,25.27,11,2017,462.1959269762494,0.013236549957301502,Slight or No change
431,MUTHOOTFIN,EQ,2017-11-09,474.6,483.0,494.3,480.0,491.0,490.35,487.09,1495774,728582895.2,23242,289078,19.33,11,2017,462.64100031148274,0.0331858407079646,Slight or No change
432,MUTHOOTFIN,EQ,2017-11-10,490.35,490.1,490.3,480.25,483.0,483.8,485.21,665225,322774907.35,14397,365516,54.95,11,2017,462.7887223821535,-0.013357805649026222,Slight or No change
434,MUTHOOTFIN,EQ,2017-11-13,483.8,483.0,485.5,460.0,462.4,467.05,472.79,426861,201815368.55,11899,167946,39.34,11,2017,462.80772733290877,-0.034621744522529974,Slight or No change
436,MUTHOOTFIN,EQ,2017-11-14,467.05,464.5,473.0,447.5,450.0,451.35,459.06,611364,280652784.15,14091,191275,31.29,11,2017,462.7350040470565,-0.03361524462049026,Slight or No change
438,MUTHOOTFIN,EQ,2017-11-15,451.35,450.0,450.55,425.1,429.1,430.0,436.09,780073,340180153.65,13962,309524,39.68,11,2017,462.472025828714,-0.0473025368339427,Slight or No change
439,MUTHOOTFIN,EQ,2017-11-16,430.0,432.2,462.3,431.85,460.3,458.1,449.14,1336840,600428789.65,22131,394577,29.52,11,2017,462.41265187524544,0.06534883720930229,Slight or No change
441,MUTHOOTFIN,EQ,2017-11-17,458.1,462.85,467.5,454.05,456.0,456.55,461.68,779855,360041744.3,19770,197878,25.37,11,2017,462.3665716324272,-0.003383540711635047,Slight or No change
443,MUTHOOTFIN,EQ,2017-11-20,456.55,456.0,456.4,448.0,449.75,449.7,451.11,309428,139586194.5,8633,80068,25.88,11,2017,462.3271918619046,-0.01500383309604647,Slight or No change
444,MUTHOOTFIN,EQ,2017-11-21,449.7,453.5,458.45,447.15,452.0,452.4,452.88,571696,258911833.7,11826,195104,34.13,11,2017,462.2704950581795,0.006004002668445585,Slight or No change
445,MUTHOOTFIN,EQ,2017-11-22,452.4,453.9,462.5,446.15,460.0,460.9,454.73,578267,262956610.85,12139,188894,32.67,11,2017,462.26262330931695,0.01878868258178601,Slight or No change
446,MUTHOOTFIN,EQ,2017-11-23,460.9,458.0,460.7,451.55,453.25,453.55,455.67,367833,167609374.8,14172,97249,26.44,11,2017,462.23090710949543,-0.015947060099804622,Slight or No change
449,MUTHOOTFIN,EQ,2017-11-24,453.55,454.0,456.85,449.15,450.55,451.05,452.61,401083,181532490.8,17573,167642,41.8,11,2017,462.18670201000566,-0.005512071436445831,Slight or No change
450,MUTHOOTFIN,EQ,2017-11-27,451.05,451.8,464.8,450.3,462.5,463.15,459.58,640979,294580925.55,12402,222502,34.71,11,2017,462.1927502655751,0.026826294202416445,Slight or No change
452,MUTHOOTFIN,EQ,2017-11-28,463.15,464.3,464.95,452.5,452.65,454.35,456.26,714343,325926923.6,8570,495715,69.39,11,2017,462.1382532727518,-0.019000323869156732,Slight or No change
453,MUTHOOTFIN,EQ,2017-11-29,454.35,455.4,461.25,452.0,453.2,454.2,456.67,455689,208097711.45,7413,231859,50.88,11,2017,462.1032208621161,-0.0003301419610433065,Slight or No change
455,MUTHOOTFIN,EQ,2017-11-30,454.2,453.0,455.0,438.0,442.75,442.4,442.76,843261,373365218.25,28359,421647,50.0,11,2017,461.9436169677384,-0.025979744605900468,Slight or No change
457,MUTHOOTFIN,EQ,2017-12-01,442.4,449.0,450.75,437.0,439.1,440.5,444.57,418230,185930963.55,8065,105693,25.27,12,2017,461.8578112616091,-0.0042947558770343175,Slight or No change
459,MUTHOOTFIN,EQ,2017-12-04,440.5,441.7,446.35,435.45,440.0,439.95,440.96,224599,99040005.5,5842,64481,28.71,12,2017,461.8108351015965,-0.0012485811577752637,Slight or No change
461,MUTHOOTFIN,EQ,2017-12-05,439.95,439.95,440.95,430.35,438.95,438.3,434.89,484715,210798835.65,10433,126822,26.16,12,2017,461.70253718354115,-0.0037504261847937093,Slight or No change
463,MUTHOOTFIN,EQ,2017-12-06,438.3,437.8,441.95,428.75,432.0,430.8,435.56,516737,225071954.85,8460,166374,32.2,12,2017,461.55152852151076,-0.017111567419575646,Slight or No change
464,MUTHOOTFIN,EQ,2017-12-07,430.8,433.0,437.1,431.85,433.8,434.95,434.35,267914,116368538.45,3891,119311,44.53,12,2017,461.48430190758927,0.009633240482822547,Slight or No change
465,MUTHOOTFIN,EQ,2017-12-08,434.95,435.0,446.8,435.0,439.0,439.25,441.71,457008,201863545.45,5856,148272,32.44,12,2017,461.3888645552107,0.009886193815381139,Slight or No change
467,MUTHOOTFIN,EQ,2017-12-11,439.25,439.95,444.85,436.1,438.55,437.8,439.11,411038,180490524.7,4998,214858,52.27,12,2017,461.29814797088375,-0.0033010813887307533,Slight or No change
468,MUTHOOTFIN,EQ,2017-12-12,437.8,437.95,440.9,430.0,431.6,431.45,436.06,242384,105693161.45,4240,88464,36.5,12,2017,461.2306119847472,-0.014504339881224348,Slight or No change
470,MUTHOOTFIN,EQ,2017-12-13,431.45,430.0,430.0,409.0,412.8,413.0,418.7,1325259,554880056.05,23871,418875,31.61,12,2017,460.64122895536747,-0.042762776683277326,Slight or No change
473,MUTHOOTFIN,EQ,2017-12-14,413.0,417.0,426.7,414.0,422.1,422.1,419.29,1017541,426649624.7,22595,383528,37.69,12,2017,460.2829710949357,0.02203389830508473,Slight or No change
475,MUTHOOTFIN,EQ,2017-12-15,422.1,426.0,432.4,424.9,428.0,429.65,429.13,394785,169412386.35,7583,165483,41.92,12,2017,460.17289206952256,0.01788675669272677,Slight or No change
477,MUTHOOTFIN,EQ,2017-12-18,429.65,422.55,443.95,412.25,440.75,439.85,436.45,765312,334021145.25,14644,330540,43.19,12,2017,460.03229898142087,0.023740253694868096,Slight or No change
479,MUTHOOTFIN,EQ,2017-12-19,439.85,441.95,447.25,440.75,444.0,444.6,444.47,371199,164986743.2,9526,134253,36.17,12,2017,459.9806903238897,0.010799136069114423,Slight or No change
481,MUTHOOTFIN,EQ,2017-12-20,444.6,444.6,449.8,441.1,446.0,444.75,446.57,312358,139490580.45,9484,135388,43.34,12,2017,459.937950086445,0.0003373819163292602,Slight or No change
483,MUTHOOTFIN,EQ,2017-12-21,444.75,445.0,477.0,445.0,470.15,472.2,463.1,1702236,788299884.45,29890,580247,34.09,12,2017,460.1226455767911,0.06172006745362557,Slight or No change
485,MUTHOOTFIN,EQ,2017-12-22,472.2,469.3,471.5,460.0,463.05,463.4,464.2,585421,271752914.6,11270,148352,25.34,12,2017,460.1395352500273,-0.018636171113934785,Slight or No change
488,MUTHOOTFIN,EQ,2017-12-26,463.4,465.95,472.65,459.95,463.0,463.85,467.42,578429,270371355.4,11399,173003,29.91,12,2017,460.1583328384851,0.0009710832973672812,Slight or No change
490,MUTHOOTFIN,EQ,2017-12-27,463.85,464.2,479.0,462.5,472.7,476.15,473.66,1234849,584895129.15,18720,629439,50.97,12,2017,460.32943660442595,0.02651719305810052,Slight or No change
491,MUTHOOTFIN,EQ,2017-12-28,476.15,479.7,483.95,471.15,471.65,473.85,478.28,601464,287667627.3,12103,145167,24.14,12,2017,460.39953352772665,-0.004830410584899636,Slight or No change
492,MUTHOOTFIN,EQ,2017-12-29,473.85,475.45,484.0,472.3,474.5,474.65,478.06,425163,203254181.55,6359,90757,21.35,12,2017,460.451567907311,0.0016882979845942447,Slight or No change
493,MUTHOOTFIN,EQ,2018-01-01,474.65,474.9,478.6,468.05,468.5,470.3,473.03,155817,73705611.35,3141,42246,27.11,1,2018,460.4647294557511,-0.009164647635099499,Slight or No change
496,MUTHOOTFIN,EQ,2018-01-02,470.3,471.0,474.5,450.85,458.95,458.9,462.3,599045,276938921.45,12417,171193,28.58,1,2018,460.4567311478972,-0.024239846906230156,Slight or No change
497,MUTHOOTFIN,EQ,2018-01-03,458.9,460.0,463.0,455.9,457.3,457.35,459.85,346999,159567403.4,5109,66692,19.22,1,2018,460.4475595017437,-0.003377642187840424,Slight or No change
499,MUTHOOTFIN,EQ,2018-01-04,457.35,460.9,465.0,454.5,462.3,461.95,460.04,558723,257035865.5,6958,85327,15.27,1,2018,460.4546675391876,0.01005794249480707,Slight or No change
502,MUTHOOTFIN,EQ,2018-01-05,461.95,461.95,473.95,461.9,469.25,471.65,469.68,508207,238695495.55,11682,101526,19.98,1,2018,460.5026374207037,0.02099794350037887,Slight or No change
504,MUTHOOTFIN,EQ,2018-01-08,471.65,471.65,478.3,465.55,471.0,470.35,470.54,980342,461295026.3,25051,334825,34.15,1,2018,460.58336345966245,-0.0027562811406762755,Slight or No change
506,MUTHOOTFIN,EQ,2018-01-09,470.35,473.5,476.4,468.3,470.65,471.6,471.58,459443,216663551.35,8648,247135,53.79,1,2018,460.625526453425,0.002657595407675073,Slight or No change
507,MUTHOOTFIN,EQ,2018-01-10,471.6,472.0,475.45,454.0,455.4,455.45,462.74,1038447,480529927.45,26513,444107,42.77,1,2018,460.58114014848564,-0.03424512298558102,Slight or No change
510,MUTHOOTFIN,EQ,2018-01-11,455.45,455.3,457.4,448.8,450.6,451.1,452.52,1057893,478718651.6,20695,436095,41.22,1,2018,460.4990228651455,-0.00955099352288935,Slight or No change
513,MUTHOOTFIN,EQ,2018-01-12,451.1,452.0,455.65,447.0,450.6,451.5,452.06,414216,187252227.55,8268,200577,48.42,1,2018,460.468608119972,0.0008867213478163105,Slight or No change
515,MUTHOOTFIN,EQ,2018-01-15,451.5,455.6,460.3,451.8,452.55,453.15,455.38,706309,321638680.35,16656,287408,40.69,1,2018,460.4266718800061,0.0036544850498339,Slight or No change
517,MUTHOOTFIN,EQ,2018-01-16,453.15,456.0,457.9,435.8,441.0,438.6,444.92,489050,217590430.2,12545,184632,37.75,1,2018,460.340416265432,-0.03210857332009254,Slight or No change
519,MUTHOOTFIN,EQ,2018-01-17,438.6,439.0,439.5,424.35,433.35,432.25,430.69,992590,427502861.6,15027,448575,45.19,1,2018,460.11690203562364,-0.014477884176926636,Slight or No change
522,MUTHOOTFIN,EQ,2018-01-18,432.25,436.0,444.95,425.85,430.2,431.2,436.85,468250,204554072.45,8370,131367,28.05,1,2018,460.00876374137545,-0.0024291497975709175,Slight or No change
524,MUTHOOTFIN,EQ,2018-01-19,431.2,431.2,437.8,424.55,435.5,434.25,430.8,390996,168439817.65,8769,155456,39.76,1,2018,459.9285787176834,0.007073283858998192,Slight or No change
527,MUTHOOTFIN,EQ,2018-01-22,434.25,436.0,438.7,429.55,431.5,433.25,432.2,565922,244590437.15,40482,322993,57.07,1,2018,459.80891490491484,-0.0023028209556706924,Slight or No change
529,MUTHOOTFIN,EQ,2018-01-23,433.25,434.4,442.85,432.0,435.25,435.5,436.49,612008,267134760.55,14722,255708,41.78,1,2018,459.69156986929005,0.00519330640507798,Slight or No change
531,MUTHOOTFIN,EQ,2018-01-24,435.5,436.0,437.1,424.5,426.0,427.15,429.12,693198,297467124.05,14883,320117,46.18,1,2018,459.51461205100446,-0.019173363949483435,Slight or No change
533,MUTHOOTFIN,EQ,2018-01-25,427.15,436.0,436.0,424.1,427.1,425.95,428.4,884228,378806853.8,27563,528373,59.76,1,2018,459.2833961061046,-0.002809317569940295,Slight or No change
535,MUTHOOTFIN,EQ,2018-01-29,425.95,428.1,432.1,418.15,419.5,419.8,421.68,433636,182856805.15,9411,212325,48.96,1,2018,459.150458756876,-0.014438314356145066,Slight or No change
537,MUTHOOTFIN,EQ,2018-01-30,419.8,417.0,426.8,400.75,424.9,422.25,411.22,1088278,447525893.0,22469,178159,16.37,1,2018,458.8412694182957,0.0058361124344925575,Slight or No change
538,MUTHOOTFIN,EQ,2018-01-31,422.25,422.0,422.0,407.6,413.75,415.25,414.39,471658,195451556.55,8567,126881,26.9,1,2018,458.6835426684634,-0.0165778567199526,Slight or No change
541,MUTHOOTFIN,EQ,2018-02-01,415.25,414.0,439.95,408.15,438.45,437.4,429.08,1678218,720091782.55,28130,742263,44.23,2,2018,458.41301273147184,0.05334136062612882,Slight or No change
544,MUTHOOTFIN,EQ,2018-02-02,437.4,426.7,430.95,398.35,406.0,402.1,410.72,1350410,554634308.15,20510,545596,40.4,2,2018,457.8428772556998,-0.08070416095107447,Slight or No change
547,MUTHOOTFIN,EQ,2018-02-05,402.1,395.05,402.95,387.7,396.0,396.05,396.01,1068692,423217041.9,47220,532989,49.87,2,2018,457.3517106748221,-0.015046008455608106,Slight or No change
550,MUTHOOTFIN,EQ,2018-02-06,396.05,383.8,406.55,363.5,385.0,391.7,386.45,1298227,501699842.55,18198,427793,32.95,2,2018,456.7238530522972,-0.01098346168413089,Slight or No change
553,MUTHOOTFIN,EQ,2018-02-07,391.7,396.6,409.0,392.6,402.0,402.95,400.17,688593,275553740.65,20739,257894,37.45,2,2018,456.4524586842827,0.028720959918304922,Slight or No change
554,MUTHOOTFIN,EQ,2018-02-08,402.95,407.5,438.4,403.6,431.9,430.7,424.11,1750814,742534018.6,27944,439670,25.11,2,2018,456.126180373188,0.06886710509988836,Slight or No change
556,MUTHOOTFIN,EQ,2018-02-09,430.7,425.0,438.8,413.0,423.0,421.9,428.68,1561318,669305859.5,24123,379840,24.33,2,2018,455.74379617824843,-0.020431855119572795,Slight or No change
558,MUTHOOTFIN,EQ,2018-02-12,421.9,425.0,433.9,413.0,418.5,417.55,425.46,1087669,462760000.25,22599,325442,29.92,2,2018,455.4488296871502,-0.010310500118511423,Slight or No change
560,MUTHOOTFIN,EQ,2018-02-14,417.55,420.9,426.9,418.4,419.5,420.45,422.46,596542,252017446.45,10542,173260,29.04,2,2018,455.3012107746631,0.0069452760148485115,Slight or No change
561,MUTHOOTFIN,EQ,2018-02-15,420.45,416.5,416.7,408.65,412.9,411.35,412.88,628788,259616486.9,14143,240653,38.27,2,2018,455.10667654627093,-0.021643477226780727,Slight or No change
563,MUTHOOTFIN,EQ,2018-02-16,411.35,413.4,417.0,405.25,406.2,407.7,410.68,362414,148836267.85,7466,116358,32.11,2,2018,454.98604555389693,-0.00887322231676202,Slight or No change
565,MUTHOOTFIN,EQ,2018-02-19,407.7,409.0,409.9,389.0,391.55,393.05,395.85,564500,223456766.95,12385,214012,37.91,2,2018,454.74153144592964,-0.035933284277655075,Slight or No change
566,MUTHOOTFIN,EQ,2018-02-20,393.05,393.0,393.55,378.6,380.8,380.75,383.24,1680253,643936072.7,40306,1063794,63.31,2,2018,453.88216261441204,-0.03129372853326551,Slight or No change
567,MUTHOOTFIN,EQ,2018-02-21,380.75,383.85,384.6,374.0,377.0,377.45,377.51,466980,176291686.3,10717,169496,36.3,2,2018,453.63624041961504,-0.008667104399212144,Slight or No change
568,MUTHOOTFIN,EQ,2018-02-22,377.45,379.9,379.9,369.15,372.0,370.5,372.31,609493,226919894.75,15072,290522,47.67,2,2018,453.2885742578673,-0.018413034839051545,Slight or No change
569,MUTHOOTFIN,EQ,2018-02-23,370.5,373.0,389.4,373.0,388.7,387.8,385.4,1549769,597275978.5,17037,829706,53.54,2,2018,452.5995378065175,0.046693657219972984,Slight or No change
570,MUTHOOTFIN,EQ,2018-02-26,387.8,390.0,395.8,386.0,388.25,388.5,391.46,518846,203104860.95,10966,146649,28.26,2,2018,452.37454120457255,0.0018050541516245744,Slight or No change
571,MUTHOOTFIN,EQ,2018-02-27,388.5,390.65,396.0,387.65,390.8,390.75,391.27,408611,159878994.05,7726,149748,36.65,2,2018,452.2046591688951,0.005791505791505891,Slight or No change
573,MUTHOOTFIN,EQ,2018-02-28,390.75,385.2,393.0,383.8,392.0,391.8,389.74,356419,138911799.1,7691,137042,38.45,2,2018,452.0597579849038,0.0026871401151631336,Slight or No change
575,MUTHOOTFIN,EQ,2018-03-01,391.8,392.0,395.35,386.0,388.8,388.3,390.06,502948,196182155.5,11594,270842,53.85,3,2018,451.844656814925,-0.0089331291475242,Slight or No change
576,MUTHOOTFIN,EQ,2018-03-05,388.3,390.0,391.75,381.0,387.5,387.05,385.23,486556,187437331.75,13567,191454,39.35,3,2018,451.6338765388944,-0.003219160442956448,Slight or No change
580,MUTHOOTFIN,EQ,2018-03-06,387.05,390.0,396.0,377.05,378.0,381.5,389.86,529750,206530622.05,15527,195862,36.97,3,2018,451.38635028537965,-0.014339232657279433,Slight or No change
582,MUTHOOTFIN,EQ,2018-03-07,381.5,382.4,383.0,370.15,377.75,377.75,376.54,742890,279726695.9,15298,287047,38.64,3,2018,451.0236941257418,-0.009829619921362998,Slight or No change
584,MUTHOOTFIN,EQ,2018-03-08,377.75,378.5,385.0,371.5,382.0,381.3,379.27,442524,167835734.45,8938,174327,39.39,3,2018,450.81974432447,0.009397749834546776,Slight or No change
585,MUTHOOTFIN,EQ,2018-03-09,381.3,382.5,386.5,367.1,370.75,370.65,378.35,608392,230186699.15,49670,185611,30.51,3,2018,450.4986319495491,-0.02793076317859966,Slight or No change
586,MUTHOOTFIN,EQ,2018-03-12,370.65,374.0,381.0,363.85,380.0,378.15,371.16,478850,177730180.5,24126,122349,25.55,3,2018,450.27126576115097,0.02023472278429783,Slight or No change
588,MUTHOOTFIN,EQ,2018-03-13,378.15,379.0,401.1,376.15,398.0,398.05,393.61,952319,374843901.7,27600,236332,24.82,3,2018,449.9469111880586,0.052624619859844124,Slight or No change
590,MUTHOOTFIN,EQ,2018-03-14,398.05,398.0,406.3,389.05,398.3,398.1,398.07,824299,328127359.9,32153,167772,20.35,3,2018,449.6696626622624,0.00012561236025621092,Slight or No change
593,MUTHOOTFIN,EQ,2018-03-15,398.1,398.5,406.0,392.5,394.15,397.6,400.23,874137,349855426.3,40155,340375,38.94,3,2018,449.3760532121949,-0.0012559658377292449,Slight or No change
595,MUTHOOTFIN,EQ,2018-03-16,397.6,398.0,404.0,393.4,398.0,396.65,398.76,823743,328476165.55,15129,370364,44.96,3,2018,449.09736335723335,-0.002389336016096699,Slight or No change
599,MUTHOOTFIN,EQ,2018-03-19,396.65,400.0,403.5,386.05,387.2,388.8,394.2,817041,322075653.1,15788,145764,17.84,3,2018,448.78289609488536,-0.019790747510399553,Slight or No change
601,MUTHOOTFIN,EQ,2018-03-20,388.8,386.0,398.9,386.0,389.9,389.45,393.09,655410,257635048.4,14556,66268,10.11,3,2018,448.53570730606185,0.0016718106995883275,Slight or No change
604,MUTHOOTFIN,EQ,2018-03-21,389.45,392.0,398.0,389.25,396.4,394.45,394.44,497807,196353338.8,11961,136637,27.45,3,2018,448.3651023699874,0.012838618564642523,Slight or No change
605,MUTHOOTFIN,EQ,2018-03-22,394.45,398.0,399.4,386.85,388.1,389.2,393.97,693589,273255066.05,12206,230207,33.19,3,2018,448.10621468485834,-0.013309671694764824,Slight or No change
606,MUTHOOTFIN,EQ,2018-03-23,389.2,385.0,385.0,377.65,381.0,381.4,381.76,459894,175570669.65,10704,191058,41.54,3,2018,447.9132359760822,-0.020041109969167525,Slight or No change
607,MUTHOOTFIN,EQ,2018-03-26,381.4,381.0,387.0,377.9,385.7,384.15,381.74,475925,181681774.6,6542,242213,50.89,3,2018,447.72291091757114,0.007210277923439978,Slight or No change
610,MUTHOOTFIN,EQ,2018-03-27,384.15,388.0,406.0,387.95,401.1,403.5,395.21,1011803,399874702.5,11031,362410,35.82,3,2018,447.44405287445096,0.050370948848106334,Slight or No change
611,MUTHOOTFIN,EQ,2018-03-28,403.5,400.95,412.0,399.0,405.7,407.45,407.18,933515,380106252.8,14770,247836,26.55,3,2018,447.2127200434146,0.009789343246592308,Slight or No change
613,MUTHOOTFIN,EQ,2018-04-02,407.45,408.7,416.45,400.3,416.0,413.65,408.04,1034785,422231441.25,18151,403789,39.02,4,2018,446.99889815064773,0.015216590992759738,Slight or No change
615,MUTHOOTFIN,EQ,2018-04-03,413.65,410.1,418.9,407.05,416.0,416.8,412.67,601937,248401068.35,6332,266586,44.29,4,2018,446.8873966926777,0.007615133567025367,Slight or No change
616,MUTHOOTFIN,EQ,2018-04-04,416.8,418.0,426.5,412.3,417.3,415.3,419.42,593492,248923118.55,12644,145284,24.48,4,2018,446.77282193085153,-0.0035988483685220896,Slight or No change
617,MUTHOOTFIN,EQ,2018-04-05,415.3,422.0,433.95,418.95,432.35,432.75,426.41,521511,222376192.1,7816,173764,33.32,4,2018,446.72826891331823,0.04201781844449792,Slight or No change
618,MUTHOOTFIN,EQ,2018-04-06,432.75,432.9,432.9,423.65,425.8,427.2,426.86,333690,142437829.1,5534,52730,15.8,4,2018,446.6886499435568,-0.012824956672443655,Slight or No change
620,MUTHOOTFIN,EQ,2018-04-09,427.2,426.0,431.3,423.5,426.5,425.25,427.77,447211,191302901.3,6189,112742,25.21,4,2018,446.6305163852311,-0.004564606741572996,Slight or No change
622,MUTHOOTFIN,EQ,2018-04-10,425.25,427.0,439.0,427.0,436.1,435.65,435.7,1105855,481819551.9,14673,287487,26.0,4,2018,446.5573796429468,0.02445620223398004,Slight or No change
623,MUTHOOTFIN,EQ,2018-04-11,435.65,437.0,440.4,430.6,434.95,434.15,434.66,766258,333059303.65,19297,232329,30.32,4,2018,446.50038027848774,-0.0034431309537472643,Slight or No change
624,MUTHOOTFIN,EQ,2018-04-12,434.15,435.45,435.55,422.95,428.65,428.6,429.29,348349,149541314.4,5473,86806,24.92,4,2018,446.4630736778402,-0.012783600138201012,Slight or No change
626,MUTHOOTFIN,EQ,2018-04-13,428.6,428.95,435.75,427.0,431.4,431.2,431.62,310889,134186182.7,5194,46264,14.88,4,2018,446.43473698454426,0.006066262249183385,Slight or No change
628,MUTHOOTFIN,EQ,2018-04-16,431.2,430.95,444.7,426.75,443.4,442.95,439.67,590705,259716372.25,10506,182027,30.82,4,2018,446.4224876310605,0.027249536178107547,Slight or No change
632,MUTHOOTFIN,EQ,2018-04-17,442.95,444.0,445.05,436.65,438.0,439.7,440.98,409120,180414290.1,5954,116614,28.5,4,2018,446.40616097662877,-0.007337171238288698,Slight or No change
633,MUTHOOTFIN,EQ,2018-04-18,439.7,441.4,446.6,426.5,430.0,428.85,438.48,909904,398972376.35,18926,308077,33.86,4,2018,446.3118413462117,-0.024675915396861425,Slight or No change
634,MUTHOOTFIN,EQ,2018-04-19,428.85,431.95,431.95,424.85,426.4,428.15,428.15,488115,208988329.35,7796,268269,54.96,4,2018,446.2596487209784,-0.0016322723563018116,Slight or No change
635,MUTHOOTFIN,EQ,2018-04-20,428.15,427.0,435.9,425.6,431.75,433.35,431.41,374967,161766364.15,8069,146645,39.11,4,2018,446.23121217183774,0.012145276188251897,Slight or No change
636,MUTHOOTFIN,EQ,2018-04-23,433.35,430.0,439.9,428.1,438.0,437.95,434.63,895976,389420328.95,19249,406188,45.33,4,2018,446.18785311369845,0.010614976347063543,Slight or No change
637,MUTHOOTFIN,EQ,2018-04-24,437.95,439.7,449.5,434.1,448.15,445.4,440.98,658358,290322316.3,14270,333249,50.62,4,2018,446.1848336536625,0.017011074323552977,Slight or No change
638,MUTHOOTFIN,EQ,2018-04-25,445.4,445.55,454.75,436.0,437.65,438.35,445.65,1003372,447152200.95,19991,281441,28.05,4,2018,446.139336486618,-0.015828468792096873,Slight or No change
639,MUTHOOTFIN,EQ,2018-04-26,438.35,441.0,448.0,434.0,443.05,443.45,442.24,649034,287030009.55,14282,239986,36.98,4,2018,446.1292723411203,0.011634538610699074,Slight or No change
640,MUTHOOTFIN,EQ,2018-04-27,443.45,443.5,451.4,441.05,448.95,449.35,448.28,401947,180185705.55,10793,164996,41.05,4,2018,446.13671934817336,0.013304769421580875,Slight or No change
641,MUTHOOTFIN,EQ,2018-04-30,449.35,451.7,459.0,448.0,450.0,450.85,452.64,369288,167153467.75,7180,103068,27.91,4,2018,446.1467107368955,0.003338155112940999,Slight or No change
644,MUTHOOTFIN,EQ,2018-05-02,450.85,452.8,457.35,440.25,444.55,443.8,448.25,374336,167795981.35,7127,119498,31.92,5,2018,446.14167890297585,-0.015637129865809007,Slight or No change
646,MUTHOOTFIN,EQ,2018-05-03,443.8,440.5,450.0,425.25,445.2,442.8,436.73,947412,413766550.3,17252,339655,35.85,5,2018,446.12364215311834,-0.0022532672374944163,Slight or No change
648,MUTHOOTFIN,EQ,2018-05-04,442.8,442.8,447.8,438.25,442.25,442.4,442.59,401416,177663005.2,9981,70595,17.59,5,2018,446.1151459430424,-0.0009033423667570428,Slight or No change
650,MUTHOOTFIN,EQ,2018-05-07,442.4,442.5,450.0,439.45,441.0,441.45,443.24,1004842,445389201.55,8106,777898,77.41,5,2018,446.08865166041915,-0.0021473779385171587,Slight or No change
653,MUTHOOTFIN,EQ,2018-05-08,441.45,443.0,446.8,441.0,441.45,442.8,443.71,268274,119035651.8,6795,99491,37.09,5,2018,446.0836728267858,0.003058103975535298,Slight or No change
